id,brand,model,model_year,milage,fuel_type,engine,transmission,ext_col,int_col,accident,price,Horse_power
7976,Chevrolet,Suburban Z71,2021,13970,Gasoline,355.0HP 5.3L 8 Cylinder Engine Gasoline Fuel,10-Speed A/T,White,Black,None reported,42000,355.0
49639,Volvo,XC90 3.2,2011,99700,Gasoline,235.0HP 3.2L Straight 6 Cylinder Engine Gasoline Fuel,6-Speed A/T,White,Beige,At least 1 accident or damage reported,12999,235.0
26682,Jeep,Wrangler Rubicon,2014,83000,Gasoline,285.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,6-Speed M/T,Brown,Black,None reported,17000,285.0
4579,Mercedes-Benz,AMG G 63 Base,2017,79000,Gasoline,563.0HP 5.5L 8 Cylinder Engine Gasoline Fuel,7-Speed A/T,White,Gold,None reported,55000,563.0
13738,Cadillac,XT4 Sport,2019,44500,Gasoline,237.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,9-Speed A/T,White,White,None reported,33500,237.0
21273,Ford,F-250 Lariat,2019,6600,Diesel,450.0HP 6.7L 8 Cylinder Engine Diesel Fuel,A/T,Black,Black,At least 1 accident or damage reported,52500,450.0
14072,BMW,X7 xDrive40i,2020,28200,Hybrid,335.0HP 3.0L Straight 6 Cylinder Engine Gasoline/Mild Electric Hybrid,8-Speed A/T,White,Black,None reported,35200,335.0
46547,Land,Rover Range Rover 3.0L Supercharged HSE,2018,39300,Gasoline,380.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,A/T,White,Black,None reported,60500,380.0
26953,Porsche,911 Carrera 4S,2015,26000,Gasoline,420.0HP 3.0L Flat 6 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Red,White,None reported,34000,420.0
26261,Ford,Expedition EL Limited,2016,52675,Gasoline,365.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Black,Black,None reported,23500,365.0
4540,Ford,Edge Sport,2016,92000,Gasoline,315.0HP 2.7L V6 Cylinder Engine Gasoline Fuel,6-Speed A/T,White,Black,None reported,19999,315.0
48416,Toyota,4Runner Trail,2020,51338,Gasoline,270.0HP 4.0L V6 Cylinder Engine Gasoline Fuel,A/T,White,Black,None reported,32300,270.0
45795,BMW,M4 Base,2017,74000,Gasoline,425.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Gray,Orange,At least 1 accident or damage reported,32950,425.0
10823,Dodge,Durango GT,2022,8700,Gasoline,305.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,A/T,Green,Black,None reported,22500,305.0
27059,Mercedes-Benz,AMG C 43 Base 4MATIC,2018,67200,Gasoline,362.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,7-Speed A/T,Brown,Brown,None reported,56750,362.0
47829,Mercedes-Benz,E-Class E 350 4MATIC,2006,86629,Gasoline,268.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,7-Speed A/T,Black,Black,None reported,13500,268.0
25378,BMW,X6 M50i,2020,31500,Gasoline,523.0HP 4.4L 8 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Black,Black,None reported,30000,523.0
1478,Lexus,LX 570 Three-Row,2018,46000,Gasoline,383.0HP 5.7L 8 Cylinder Engine Gasoline Fuel,A/T,Silver,Black,None reported,40000,383.0
11123,Audi,A8 L 3.0T,2019,40000,Gasoline,335.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,A/T,Black,Black,None reported,55000,335.0
2089,Ford,Expedition Platinum,2019,55403,Gasoline,400.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,10-Speed A/T,Red,Gold,None reported,62900,400.0
42383,Hummer,H2 Base,2006,170000,Gasoline,316.0HP 6.0L 8 Cylinder Engine Gasoline Fuel,A/T,White,Black,At least 1 accident or damage reported,7495,316.0
8782,Jeep,Wrangler Sahara,2012,55000,Gasoline,285.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,4-Speed A/T,Red,Black,None reported,35000,285.0
37020,Mercedes-Benz,E-Class E 350 4MATIC,2014,89563,Gasoline,302.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,7-Speed A/T,White,Beige,None reported,18000,302.0
36430,Mercedes-Benz,E-Class E 550 4MATIC,2014,56000,Gasoline,402.0HP 4.7L 8 Cylinder Engine Gasoline Fuel,A/T,Black,Beige,None reported,33000,402.0
49451,Ford,Mustang GT,2001,96000,Gasoline,260.0HP 4.6L 8 Cylinder Engine Gasoline Fuel,5-Speed M/T,Gray,Black,None reported,7500,260.0
9535,Ford,Transit-350 XLT,2017,67500,Gasoline,275.0HP 3.7L V6 Cylinder Engine Gasoline Fuel,6-Speed A/T,White,–,None reported,20000,275.0
25232,Toyota,Land Cruiser Base,2000,209193,Gasoline,230.0HP 4.7L 8 Cylinder Engine Gasoline Fuel,A/T,Black,Black,At least 1 accident or damage reported,12000,230.0
44173,BMW,X6 M Base,2018,54225,Gasoline,600.0HP 4.4L 8 Cylinder Engine Gasoline Fuel,8-Speed A/T,Black,Black,None reported,91500,600.0
33446,Volkswagen,GTI Base,2011,95798,Gasoline,200.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,6-Speed M/T,White,Black,None reported,9850,200.0
11933,Porsche,911 Carrera 4S,2011,84500,Gasoline,300.0HP 3.4L Flat 6 Cylinder Engine Gasoline Fuel,6-Speed M/T,Black,Black,None reported,22500,300.0
2618,Toyota,Camry LE,1999,108000,Gasoline,133.0HP 2.2L 4 Cylinder Engine Gasoline Fuel,5-Speed A/T,Gray,Gray,At least 1 accident or damage reported,6950,133.0
45956,Mercedes-Benz,SL-Class SL500 Roadster,2012,120000,Gasoline,302.0HP 5.0L 8 Cylinder Engine Gasoline Fuel,7-Speed A/T,Black,Beige,None reported,16800,302.0
54242,Jeep,Wrangler Unlimited Sport,2014,84786,Gasoline,285.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,A/T,Beige,Black,None reported,39985,285.0
45927,Chevrolet,Express 2500 Work Van,2017,56000,Gasoline,285.0HP 4.8L 8 Cylinder Engine Gasoline Fuel,A/T,Blue,Black,None reported,44600,285.0
52294,GMC,Sierra 1500 SLT,2017,16975,Gasoline,420.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,8-Speed A/T,White,Black,None reported,21000,420.0
25234,Cadillac,DeVille Base,1994,7500,–,–,A/T,Green,Blue,None reported,112000,
1597,Jaguar,XK Base,2008,56000,Gasoline,300.0HP 4.2L 8 Cylinder Engine Gasoline Fuel,A/T,White,Beige,None reported,15000,300.0
49890,Porsche,Panamera 4 Edition,2018,18494,Gasoline,310.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,White,Beige,None reported,58900,310.0
6511,Ford,Bronco Sport Outer Banks,2021,23131,Gasoline,1.5L I3 12V PDI DOHC Turbo,8-Speed Automatic,Shadow Black,Jet Black,None reported,17816,
18042,Porsche,Cayman Base,2010,130000,Gasoline,265.0HP 2.9L Flat 6 Cylinder Engine Gasoline Fuel,6-Speed M/T,Gray,Black,None reported,7000,265.0
26754,Toyota,4Runner Limited Nightshade,2019,48156,Gasoline,4.0L V6 24V MPFI DOHC,5-Speed Automatic,White,–,None reported,41500,
33593,Volvo,XC90 T6 Momentum,2018,62000,Gasoline,316.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,A/T,Gray,Black,At least 1 accident or damage reported,46995,316.0
25968,Chevrolet,Corvette Base,1998,134000,Gasoline,340.0HP 5.7L 8 Cylinder Engine Gasoline Fuel,A/T,Red,Beige,None reported,12000,340.0
17470,BMW,M4 Base,2018,19600,Gasoline,425.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Black,Black,None reported,62000,425.0
18929,Ford,Explorer XLT,2015,162731,Gasoline,290.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,6-Speed A/T,Brown,Beige,None reported,14500,290.0
21162,Land,Rover Range Rover Sport HSE,2019,50000,Gasoline,340.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,White,Black,None reported,69500,340.0
43241,Jeep,Gladiator Sport S,2021,8794,Gasoline,285.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,A/T,Gray,Black,None reported,59000,285.0
11126,Land,Rover Range Rover Velar R-Dynamic SE,2019,19850,Gasoline,2.0 Liter,Automatic,Silver,Black,None reported,44990,
51112,Jaguar,XF 25t Prestige,2019,44457,Gasoline,247.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,White,Black,At least 1 accident or damage reported,49950,247.0
8419,Mercedes-Benz,SL-Class SL500 Roadster,2003,160900,Gasoline,302.0HP 5.0L 8 Cylinder Engine Gasoline Fuel,4-Speed A/T,White,Beige,None reported,14000,302.0
40923,Acura,ILX Technology Plus Package,2016,68200,Gasoline,201.0HP 2.4L 4 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Silver,Gray,At least 1 accident or damage reported,19500,201.0
1176,Cadillac,LYRIQ Luxury,2023,1090,Gasoline,500.0HP Electric Motor Electric Fuel System,Transmission w/Dual Shift Mode,Gray,Black,None reported,68750,500.0
20854,BMW,ALPINA B7 Base,2017,36750,Gasoline,445.0HP 4.4L 8 Cylinder Engine Gasoline Fuel,8-Speed A/T,Black,Black,None reported,35999,445.0
10698,BMW,X6 xDrive50i,2012,126000,Gasoline,400.0HP 4.4L 8 Cylinder Engine Gasoline Fuel,A/T,White,Brown,None reported,10500,400.0
45642,Land,Rover Defender SE,2022,29000,Hybrid,395.0HP 3.0L Straight 6 Cylinder Engine Gasoline/Mild Electric Hybrid,8-Speed A/T,Black,Black,None reported,29500,395.0
46000,Tesla,Model Y Long Range,2021,21404,Gasoline,425.0HP Electric Motor Electric Fuel System,1-Speed A/T,Blue,Black,None reported,41599,425.0
44412,RAM,1500 Laramie,2021,74150,Gasoline,5.7L V8 16V MPFI OHV,8-Speed Automatic,Patriot Blue Pearlcoat,Black,None reported,35113,
46785,Lexus,RX 350 F Sport,2018,75539,Gasoline,295.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,8-Speed A/T,White,Beige,None reported,36570,295.0
3448,Ford,F-150 XLT,2014,53500,Gasoline,365.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,6-Speed A/T,White,Black,None reported,21000,365.0
37012,RAM,2500 SLT,2014,84500,Gasoline,410.0HP 6.4L 8 Cylinder Engine Gasoline Fuel,6-Speed A/T,White,Gray,None reported,31900,410.0
47835,Ford,Transit Connect XLT,2015,112000,Gasoline,169.0HP 2.5L 4 Cylinder Engine Gasoline Fuel,6-Speed A/T,White,Black,At least 1 accident or damage reported,14500,169.0
3780,Audi,A5 2.0T Premium Plus,2012,77000,Gasoline,211.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,A/T,Black,Black,None reported,23600,211.0
19943,Chevrolet,Corvette Grand Sport,2011,46629,Gasoline,430.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Red,Black,None reported,11500,430.0
886,Audi,A3 2.0T Premium,2017,37500,Gasoline,200.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,6-Speed A/T,Gray,Black,None reported,22999,200.0
15434,Nissan,Frontier SL,2011,103400,Gasoline,261.0HP 4.0L V6 Cylinder Engine Gasoline Fuel,A/T,Gray,Gray,At least 1 accident or damage reported,16500,261.0
36993,Porsche,911 Carrera,2019,19800,Gasoline,379.0HP 3.0L Flat 6 Cylinder Engine Gasoline Fuel,8-Speed A/T,Silver,Black,None reported,76900,379.0
27690,Lexus,RX 330 Base,2004,110250,Gasoline,230.0HP 3.3L V6 Cylinder Engine Gasoline Fuel,A/T,White,Beige,None reported,11200,230.0
16456,Toyota,Corolla LE,2012,115000,Gasoline,132.0HP 1.8L 4 Cylinder Engine Gasoline Fuel,A/T,Black,Gray,At least 1 accident or damage reported,13715,132.0
49716,Ford,F-150 XLT,2021,16919,Gasoline,375.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,10-Speed A/T,White,Gray,None reported,51500,375.0
47317,Mazda,Mazda6 Grand Touring Reserve,2020,21444,Gasoline,2.5L I4 16V GDI DOHC Turbo,6-Speed Automatic,Black,Black,At least 1 accident or damage reported,61995,
34016,Chevrolet,LaCrosse Base,2019,57000,Gasoline,310.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,6-Speed A/T,White,Beige,None reported,36900,310.0
23378,Dodge,Durango GT,2021,28105,Gasoline,3.6L V6 24V MPFI DOHC,8-Speed Automatic,Octane Red Pearlcoat,Black,None reported,31755,
45780,Ford,Bronco Big Bend Advanced,2022,17000,Gasoline,275.0HP 2.3L 4 Cylinder Engine Gasoline Fuel,8-Speed A/T,Black,–,None reported,92000,275.0
20684,BMW,M5 Base,2018,29500,Gasoline,600.0HP 4.4L 8 Cylinder Engine Gasoline Fuel,8-Speed A/T,White,White,None reported,87500,600.0
15293,Mazda,CX-5 Grand Touring,2009,75980,Gasoline,2.5L I4 16V GDI DOHC,6-Speed Automatic,Machine Gray Metallic,Black,At least 1 accident or damage reported,18853,
41026,Land,Rover Range Rover Sport HSE,2021,29500,Gasoline,395.0HP 3.0L Straight 6 Cylinder Engine Gasoline/Mild Electric Hybrid,A/T,Green,Black,None reported,81000,395.0
46771,Lexus,LC 500 Base,2021,10558,Gasoline,471.0HP 5.0L 8 Cylinder Engine Gasoline Fuel,8-Speed A/T,White,Red,None reported,489000,471.0
51744,Genesis,G70 3.3T,2021,12000,Gasoline,365.0HP 3.3L V6 Cylinder Engine Gasoline Fuel,8-Speed A/T,Green,Blue,None reported,41000,365.0
38161,Honda,Pilot Elite,2019,91491,Gasoline,3.5L V6 24V GDI SOHC,6-Speed Automatic,Black,Black,At least 1 accident or damage reported,23105,
45215,BMW,Z4 sDrive28i,2014,59000,Gasoline,240.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,6-Speed M/T,Blue,Beige,None reported,15500,240.0
50992,Rolls-Royce,Ghost Base,2017,7856,Gasoline,563.0HP 6.6L 12 Cylinder Engine Gasoline Fuel,8-Speed A/T,White,Gold,At least 1 accident or damage reported,44900,563.0
6174,Jeep,Liberty Limited,2007,107000,Gasoline,210.0HP 3.7L V6 Cylinder Engine Gasoline Fuel,A/T,Black,Gray,None reported,19500,210.0
47603,Buick,Enclave Leather,2020,39960,Gasoline,288.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,A/T,Blue,Gray,At least 1 accident or damage reported,28900,288.0
37415,BMW,740 i,2023,4200,Hybrid,335.0HP 3.0L Straight 6 Cylinder Engine Gasoline/Mild Electric Hybrid,8-Speed A/T,Blue,Black,None reported,45000,335.0
16512,Acura,TSX 2.4,2013,116000,Gasoline,201.0HP 2.4L 4 Cylinder Engine Gasoline Fuel,6-Speed M/T,Silver,Black,At least 1 accident or damage reported,11000,201.0
10907,Subaru,Baja Base,1997,153000,Gasoline,165.0HP 2.5L 4 Cylinder Engine Gasoline Fuel,5-Speed M/T,Black,Black,None reported,6500,165.0
1537,Toyota,Land Cruiser Base,2006,122000,Gasoline,230.0HP 4.7L 8 Cylinder Engine Gasoline Fuel,4-Speed A/T,Black,Beige,At least 1 accident or damage reported,6500,230.0
51876,Ford,Explorer Limited,2021,73049,Gasoline,2.3L I4 16V GDI DOHC Turbo,10-Speed Automatic,Blue,Ebony,None reported,41250,
49839,Ford,Expedition Max Limited,2020,105674,Gasoline,375.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,A/T,White,Beige,None reported,44000,375.0
31766,Nissan,Quest SL,2012,187000,Gasoline,260.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,6-Speed A/T,White,Gray,None reported,16490,260.0
2113,Porsche,Cayman Base,2011,92500,Gasoline,275.0HP 2.7L Flat 6 Cylinder Engine Gasoline Fuel,A/T,White,Brown,None reported,10200,275.0
35611,Volkswagen,Eurovan MV,2001,116157,Gasoline,140.0HP 2.8L V6 Cylinder Engine Gasoline Fuel,A/T,Silver,Gray,None reported,11995,140.0
42158,Mazda,RX-8 Sport,2008,155500,Gasoline,212.0HP 1.3L Rotary engine Gasoline Fuel,A/T,Black,Black,At least 1 accident or damage reported,11200,212.0
4861,Chevrolet,Camaro 2LT,2011,126700,Gasoline,312.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,White,Beige,None reported,10500,312.0
5954,INFINITI,QX80 Base,2014,80211,Gasoline,400.0HP 5.6L 8 Cylinder Engine Gasoline Fuel,A/T,Gray,Beige,At least 1 accident or damage reported,15999,400.0
8356,Chevrolet,Malibu LTZ,2013,87500,Gasoline,160.0HP 1.5L 4 Cylinder Engine Gasoline Fuel,6-Speed A/T,Red,Black,None reported,18900,160.0
43985,Chevrolet,Express 2500 Work Van,2010,98700,E85 Flex Fuel,324.0HP 6.0L 8 Cylinder Engine Flex Fuel Capability,A/T,Black,Gray,None reported,13900,324.0
29211,Lincoln,MKC Reserve,2016,53900,Gasoline,240.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,White,White,At least 1 accident or damage reported,30500,240.0
20972,BMW,528 i xDrive,2015,79800,Gasoline,240.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,A/T,White,Brown,At least 1 accident or damage reported,14950,240.0
38397,Audi,A5 2.0T Premium,2013,75000,Gasoline,211.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,A/T,Gray,Black,None reported,13900,211.0
25875,Land,Rover Defender V8,2020,28182,Gasoline,518.0HP 5.0L 8 Cylinder Engine Gasoline Fuel,8-Speed A/T,White,Black,None reported,76400,518.0
41789,Volkswagen,Touareg VR6 Lux,2012,115550,Gasoline,280.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,8-Speed A/T,Gray,Black,None reported,26000,280.0
50521,BMW,550 i xDrive,2019,74500,Gasoline,445.0HP 4.4L 8 Cylinder Engine Gasoline Fuel,A/T,Silver,Black,At least 1 accident or damage reported,41950,445.0
3371,Audi,S4 3.0T Premium Plus,2013,91877,Gasoline,333.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,A/T,White,Gray,At least 1 accident or damage reported,19500,333.0
31204,Chevrolet,Corvette Base,2007,123000,Gasoline,400.0HP 6.0L 8 Cylinder Engine Gasoline Fuel,6-Speed M/T,Black,Black,None reported,15000,400.0
47622,Ford,F-150 XL,2022,33818,Gasoline,5.0L V8 32V PDI DOHC,10-Speed Automatic,Agate Black Metallic,Black,None reported,57352,
21526,Mazda,CX-5 Grand Touring,2021,62377,Gasoline,2.5L I4 16V GDI DOHC,6-Speed Automatic,Jet Black Mica,Black,At least 1 accident or damage reported,19425,
5709,Porsche,911 Turbo S,2021,1912,Gasoline,640.0HP 3.8L Flat 6 Cylinder Engine Gasoline Fuel,A/T,White,White,None reported,240000,640.0
30075,Nissan,Xterra S,2008,171000,Gasoline,261.0HP 4.0L V6 Cylinder Engine Gasoline Fuel,5-Speed A/T,Black,Gray,None reported,53000,261.0
35418,Honda,S2000 Base,2003,123620,Gasoline,240.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,6-Speed M/T,White,Beige,At least 1 accident or damage reported,9500,240.0
38905,Ford,F-150 XLT,2021,63450,Gasoline,375.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,10-Speed A/T,Black,Black,None reported,32000,375.0
29948,Audi,A6 3.0 TDI Premium Plus,2014,120000,Diesel,240.0HP 3.0L V6 Cylinder Engine Diesel Fuel,8-Speed A/T,White,Beige,None reported,15500,240.0
12867,MINI,Hardtop Cooper,2017,41680,Gasoline,189.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,6-Speed A/T,Silver,Black,None reported,17500,189.0
50069,Hyundai,Sonata GLS,2016,135000,Gasoline,198.0HP 2.4L 4 Cylinder Engine Gasoline Fuel,6-Speed A/T,Gray,Black,None reported,29950,198.0
11171,Hummer,H3 Base,2007,137333,Gasoline,242.0HP 3.7L 5 Cylinder Engine Gasoline Fuel,4-Speed A/T,Beige,Black,At least 1 accident or damage reported,4200,242.0
37360,Chevrolet,Camaro 2SS,2011,86170,Gasoline,304.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,6-Speed A/T,Black,Black,At least 1 accident or damage reported,8500,304.0
15813,Ford,F-150 Lariat,2017,74349,Gasoline,375.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,10-Speed A/T,White,Black,None reported,32000,375.0
1,BMW,335 i,2007,80000,Gasoline,300.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,6-Speed M/T,Black,Black,None reported,8250,300.0
18533,Lincoln,MKZ Reserve,2016,97700,Gasoline,240.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,6-Speed A/T,White,Beige,None reported,19980,240.0
49970,Subaru,BRZ Limited,2013,129858,Gasoline,200.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,6-Speed A/T,Silver,Black,At least 1 accident or damage reported,13500,200.0
25836,Volvo,C70 T5,2010,148377,Gasoline,227.0HP 2.5L 5 Cylinder Engine Gasoline Fuel,6-Speed A/T,Black,Black,None reported,5500,227.0
15568,BMW,M4 Competition,2021,15882,Gasoline,503.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,8-Speed A/T,Gray,Orange,None reported,90000,503.0
41695,Kia,Optima Hybrid LX,2011,103111,Hybrid,199.0HP 2.4L 4 Cylinder Engine Gas/Electric Hybrid,A/T,White,Beige,At least 1 accident or damage reported,9200,199.0
50892,BMW,X5 xDrive40i,2017,52253,Gasoline,335.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Black,Black,None reported,39999,335.0
20583,BMW,335 i,2008,120000,Gasoline,300.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,A/T,Blue,Beige,At least 1 accident or damage reported,4500,300.0
8598,Lamborghini,Huracan EVO Base,2020,255,Gasoline,5.2L V10 40V GDI DOHC,8-Speed Automatic,Gray,Nero Ade,None reported,279950,
17995,Toyota,Land Cruiser Base,2008,142314,Gasoline,212.0HP 4.5L Straight 6 Cylinder Engine Gasoline Fuel,4-Speed A/T,Blue,Beige,At least 1 accident or damage reported,11500,212.0
11913,Jaguar,XF S,2011,55000,Gasoline,380.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Gray,Gray,None reported,42000,380.0
8578,Honda,Pilot EX,2004,102000,Gasoline,240.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,A/T,Blue,Gray,None reported,3200,240.0
19742,Ford,F-150 Lariat SuperCrew,2009,271000,Gasoline,300.0HP 5.4L 8 Cylinder Engine Gasoline Fuel,A/T,Red,Gray,At least 1 accident or damage reported,9500,300.0
42668,Porsche,911 Carrera Cabriolet,2001,12758,Gasoline,315.0HP 3.6L Flat 6 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Blue,Beige,None reported,105000,315.0
11191,Acura,TLX Type S w/Performance Tire,2022,2108,Gasoline,355.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,10-Speed A/T,Black,Black,None reported,77900,355.0
26146,BMW,X5 xDrive40i,2019,50000,Gasoline,335.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,8-Speed A/T,Gray,Black,At least 1 accident or damage reported,55000,335.0
34475,Lexus,IS 250 Base,2010,157000,Gasoline,204.0HP 2.5L V6 Cylinder Engine Gasoline Fuel,A/T,Gray,Gray,At least 1 accident or damage reported,7900,204.0
52467,Chevrolet,Corvette Stingray w/2LT,2021,38000,Gasoline,490.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,A/T,White,Red,At least 1 accident or damage reported,74995,490.0
18307,BMW,M3 Competition xDrive,2014,79341,Gasoline,503.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,8-Speed A/T,Gray,Black,None reported,16488,503.0
8826,Ford,F-150 XLT,2021,17000,Gasoline,375.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,10-Speed A/T,Gray,Black,None reported,29999,375.0
17537,BMW,335 i,2009,74600,Gasoline,300.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,A/T,Purple,Black,None reported,15000,300.0
20721,Mercedes-Benz,E-Class E 350 4MATIC,2010,27000,Gasoline,268.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,7-Speed A/T,Gray,Black,None reported,22500,268.0
34716,Toyota,4Runner Limited,2016,163500,Gasoline,270.0HP 4.0L V6 Cylinder Engine Gasoline Fuel,A/T,Gray,Black,None reported,39390,270.0
49916,Volkswagen,Golf R 4-Door,2016,47144,Gasoline,292.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,6-Speed M/T,Blue,Black,At least 1 accident or damage reported,30000,292.0
18366,BMW,X5 xDrive50i,2020,45000,Gasoline,445.0HP 4.4L 8 Cylinder Engine Gasoline Fuel,8-Speed A/T,Blue,Black,None reported,35000,445.0
53626,Chevrolet,Camaro Z28,1999,99000,Gasoline,305.0HP 5.7L 8 Cylinder Engine Gasoline Fuel,A/T,White,Beige,None reported,2500,305.0
31399,Chevrolet,Camaro 2LT,2017,24000,Gasoline,335.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,6-Speed M/T,Yellow,Black,None reported,38000,335.0
4896,Audi,A5 2.0T Premium Plus,2012,125000,Gasoline,211.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Black,Black,None reported,16000,211.0
4541,Ford,Utility Police Interceptor Base,2018,105000,Gasoline,365.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,6-Speed A/T,Black,Black,At least 1 accident or damage reported,33995,365.0
45161,Ford,F-150 XLT,2014,86500,Gasoline,365.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,6-Speed A/T,Silver,Black,None reported,35999,365.0
25588,Acura,MDX 3.5L Technology Package,2011,135602,Gasoline,290.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,A/T,Gray,Black,None reported,9500,290.0
25436,Porsche,Cayenne S,2016,52111,Gasoline,420.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,8-Speed A/T,Black,Black,None reported,37500,420.0
7360,Volkswagen,Golf SportWagen TSI S 4-Door,2016,127770,Gasoline,170.0HP 1.8L 4 Cylinder Engine Gasoline Fuel,5-Speed M/T,Orange,Black,None reported,19600,170.0
9549,Chevrolet,Corvette Base,2007,95500,Gasoline,400.0HP 6.0L 8 Cylinder Engine Gasoline Fuel,6-Speed A/T,White,Red,At least 1 accident or damage reported,13850,400.0
27054,MINI,Countryman Cooper S ALL4,2022,16700,Gasoline,181.0HP 1.6L 4 Cylinder Engine Gasoline Fuel,6-Speed A/T,Black,Black,None reported,65000,181.0
41735,BMW,328 xi,2013,83000,Gasoline,240.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Black,Brown,None reported,13995,240.0
4869,Lamborghini,Murcielago Base,2006,19500,Gasoline,571.0HP 6.2L 12 Cylinder Engine Gasoline Fuel,M/T,Red,Black,None reported,100000,571.0
48491,Chevrolet,Camaro 1SS,2021,39000,Gasoline,455.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,A/T,Orange,Black,None reported,41999,455.0
13117,Jaguar,XK8 Base,2000,99700,Gasoline,290.0HP 4.0L 8 Cylinder Engine Gasoline Fuel,A/T,Black,Beige,None reported,9499,290.0
32920,Cadillac,CTS 3.6L Premium,2015,69001,Gasoline,321.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,6-Speed A/T,Black,Black,At least 1 accident or damage reported,13999,321.0
10485,Jeep,Grand Cherokee L Limited,2022,10232,Gasoline,3.6L V6 24V MPFI DOHC,8-Speed Automatic,Velvet Red Pearlcoat,Global Black,None reported,33687,
