id,brand,model,model_year,milage,fuel_type,engine,transmission,ext_col,int_col,accident,price,milage_per_year,milage_bins,horse_power
52220,Porsche,718 Boxster S,2016,55000,Gasoline,350.0HP 2.5L 4 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Black,Black,None reported,28000,6875.0,Medium,350.0
1528,Audi,A6 2.0T Premium Plus,2018,82500,Gasoline,252.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,8-Speed A/T,Gray,Black,None reported,31000,13750.0,Medium,252.0
40619,Ford,F-150 XLT,2021,26800,Gasoline,5.0L V8 32V PDI DOHC,10-Speed Automatic,Agate Black Metallic,Black,None reported,48295,8933.0,Low,
25642,Chevrolet,Trailblazer RS,2022,10000,Gasoline,155.0HP 1.3L 3 Cylinder Engine Gasoline Fuel,A/T,Blue,Black,None reported,28000,5000.0,Low,155.0
29489,Lexus,GX 460 Base,2013,97097,Gasoline,301.0HP 4.6L 8 Cylinder Engine Gasoline Fuel,A/T,Silver,Gray,None reported,15000,8827.0,High,301.0
5700,Chevrolet,Camaro 2LT,2019,66500,Gasoline,310.0HP 5.7L 8 Cylinder Engine Gasoline Fuel,A/T,Blue,Black,At least 1 accident or damage reported,27500,13300.0,Medium,310.0
30058,INFINITI,QX56 Base,2012,10101,Gasoline,400.0HP 5.6L 8 Cylinder Engine Gasoline Fuel,7-Speed A/T,White,Beige,None reported,18998,841.0,Low,400.0
15104,BMW,X5 xDrive40i,2011,120000,Gasoline,335.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,A/T,Black,Black,At least 1 accident or damage reported,6700,9230.0,High,335.0
23833,Audi,S3 2.0T Tech Premium Plus,2018,42200,Gasoline,292.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Blue,Black,None reported,42800,7033.0,Low,292.0
20020,INFINITI,G35 Base,2003,106500,Gasoline,280.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,6-Speed M/T,Beige,Beige,At least 1 accident or damage reported,13500,5071.0,High,280.0
18251,Audi,A3 2.0T Premium,2018,93400,Gasoline,220.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,6-Speed A/T,Silver,Gray,None reported,30500,15566.0,High,220.0
45096,Chevrolet,Corvette Stingray Z51,2019,7033,Gasoline,460.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,8-Speed A/T,White,Black,None reported,53900,1406.0,Low,460.0
17247,Mercedes-Benz,S-Class S 63 AMG,2011,60000,Gasoline,536.0HP 5.5L 8 Cylinder Engine Gasoline Fuel,7-Speed A/T,Black,Black,None reported,35000,4615.0,Medium,536.0
53105,Ford,Mustang GT Premium,2021,22700,Gasoline,460.0HP 5.0L 8 Cylinder Engine Gasoline Fuel,10-Speed A/T,White,Black,At least 1 accident or damage reported,38995,7566.0,Low,460.0
44753,BMW,X3 xDrive30i,2018,14220,Gasoline,248.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,8-Speed A/T,Gray,Black,None reported,34900,2370.0,Low,248.0
52169,Land,Rover LR4 HSE LUX Landmark Edition,2015,123000,Gasoline,340.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,A/T,Black,Beige,At least 1 accident or damage reported,24000,13666.0,High,340.0
42433,Porsche,911 GT3,2020,28000,Gasoline,475.0HP 3.8L Flat 6 Cylinder Engine Gasoline Fuel,7-Speed A/T,White,Black,None reported,53600,7000.0,Low,475.0
40237,Mercedes-Benz,GL-Class GL 450,2011,148000,Gasoline,335.0HP 4.7L 8 Cylinder Engine Gasoline Fuel,A/T,Gray,Black,At least 1 accident or damage reported,19500,11384.0,High,335.0
14524,Ford,Focus SE,2010,123620,E85 Flex Fuel,160.0HP 2.0L 4 Cylinder Engine Flex Fuel Capability,6-Speed A/T,Black,Black,None reported,6900,8830.0,High,160.0
35314,Ford,Shelby GT350 Base,2018,51850,Gasoline,526.0HP 5.2L 8 Cylinder Engine Gasoline Fuel,6-Speed M/T,Blue,Black,At least 1 accident or damage reported,28900,8641.0,Medium,526.0
17267,Chevrolet,Corvette Base,2004,45000,Gasoline,350.0HP 5.7L 8 Cylinder Engine Gasoline Fuel,A/T,Silver,Black,None reported,3000,2250.0,Low,350.0
29367,Jeep,Wrangler Sport,2018,71750,Gasoline,285.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,5-Speed A/T,White,Black,None reported,27900,11958.0,Medium,285.0
124,Chevrolet,Cruze LT,2012,110000,Gasoline,138.0HP 1.4L 4 Cylinder Engine Gasoline Fuel,6-Speed A/T,Black,Black,None reported,9000,9166.0,High,138.0
33970,Lexus,IS-F Base,2013,75000,Gasoline,416.0HP 5.0L 8 Cylinder Engine Gasoline Fuel,A/T,Red,Black,At least 1 accident or damage reported,17500,6818.0,Medium,416.0
389,Volvo,XC90 3.2 Premier Plus,2013,89700,Gasoline,240.0HP 3.2L Straight 6 Cylinder Engine Gasoline Fuel,6-Speed A/T,Black,Beige,At least 1 accident or damage reported,16500,8154.0,High,240.0
39991,Dodge,Challenger SRT8 392,2011,33700,–,–,5-Speed A/T,White,Black,None reported,7899,2592.0,Low,
24427,Cadillac,Escalade ESV Platinum,2016,93971,Gasoline,420.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,A/T,Black,Black,At least 1 accident or damage reported,29500,11746.0,High,420.0
28747,Acura,MDX 3.7L Advance,2013,68000,E85 Flex Fuel,300.0HP 3.7L V6 Cylinder Engine Flex Fuel Capability,6-Speed A/T,Gray,Black,None reported,21500,6181.0,Medium,300.0
51217,Land,Rover Range Rover Supercharged LWB,2020,49899,Gasoline,518.0HP 5.0L 8 Cylinder Engine Gasoline Fuel,A/T,White,Black,At least 1 accident or damage reported,48995,12474.0,Medium,518.0
29778,Ford,Explorer Sport Trac XLT,2017,87500,Gasoline,292.0HP 4.6L 8 Cylinder Engine Gasoline Fuel,A/T,Red,Beige,At least 1 accident or damage reported,20000,12500.0,Medium,292.0
52165,Saturn,Sky Red Line,2009,149000,Gasoline,260.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,A/T,Blue,Black,At least 1 accident or damage reported,7850,9933.0,High,260.0
37513,RAM,2500 Laramie,2018,65000,Diesel,370.0HP 6.7L Straight 6 Cylinder Engine Diesel Fuel,6-Speed A/T,Black,Black,None reported,65000,10833.0,Medium,370.0
42134,MINI,Cooper S Base,2011,87500,Gasoline,181.0HP 1.6L 4 Cylinder Engine Gasoline Fuel,6-Speed A/T,Beige,Black,None reported,5999,6730.0,Medium,181.0
46727,Mazda,Mazda6 i Touring,2016,70000,Gasoline,184.0HP 2.5L 4 Cylinder Engine Gasoline Fuel,A/T,Silver,Black,None reported,19800,8750.0,Medium,184.0
50046,Bentley,Bentayga V8,2022,2950,Gasoline,542.0HP 4.0L 8 Cylinder Engine Gasoline Fuel,8-Speed A/T,Red,White,None reported,117000,1475.0,Low,542.0
51743,Ford,F-250 Lariat,2014,85000,Diesel,400.0HP 6.7L 8 Cylinder Engine Diesel Fuel,A/T,Blue,Gray,At least 1 accident or damage reported,24999,8500.0,Medium,400.0
11556,BMW,650 i,2007,98000,Gasoline,360.0HP 4.8L 8 Cylinder Engine Gasoline Fuel,A/T,Black,Beige,None reported,9998,5764.0,High,360.0
7391,Ford,Transit-350 XLT,2020,39000,Gasoline,310.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,A/T,Red,Gray,None reported,42000,9750.0,Low,310.0
9322,INFINITI,G37 x,2013,78124,Gasoline,328.0HP 3.7L V6 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,White,Beige,At least 1 accident or damage reported,17000,7102.0,Medium,328.0
33622,Ford,F-150 Lariat,2016,92861,Gasoline,365.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,6-Speed A/T,Black,Black,None reported,22000,11607.0,High,365.0
7727,Ford,F-250 Lariat,2018,40000,Gasoline,450.0HP 6.7L 8 Cylinder Engine Diesel Fuel,6-Speed A/T,Black,Black,At least 1 accident or damage reported,30500,6666.0,Low,450.0
7769,BMW,X7 xDrive40i,2022,9000,Gasoline,335.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,8-Speed A/T,Blue,Brown,None reported,64000,4500.0,Low,335.0
1082,Ford,F-150 XLT SuperCab,1999,300183,Gasoline,220.0HP 4.6L 8 Cylinder Engine Gasoline Fuel,A/T,Black,Gray,None reported,25500,12007.0,High,220.0
13856,Ford,Bronco Outer Banks Advanced,2023,3400,Gasoline,275.0HP 2.3L 4 Cylinder Engine Gasoline Fuel,10-Speed A/T,Gray,Gray,None reported,54000,3400.0,Low,275.0
1803,Porsche,911 Carrera,2016,58000,Gasoline,350.0HP 3.4L Flat 6 Cylinder Engine Gasoline Fuel,A/T,Beige,Beige,At least 1 accident or damage reported,19500,7250.0,Medium,350.0
2021,Toyota,Sequoia Limited,2013,128000,E85 Flex Fuel,381.0HP 5.7L 8 Cylinder Engine Flex Fuel Capability,6-Speed A/T,White,Gray,None reported,19500,11636.0,High,381.0
26913,GMC,Acadia SLE,2020,39102,Gasoline,310.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,9-Speed A/T,White,Black,None reported,24350,9775.0,Low,310.0
21011,Chevrolet,Suburban 1500 LTZ,2015,83000,Gasoline,355.0HP 5.3L 8 Cylinder Engine Gasoline Fuel,A/T,Black,Black,At least 1 accident or damage reported,10995,9222.0,Medium,355.0
24776,Lexus,LX 570 Base,2017,118700,Gasoline,383.0HP 5.7L 8 Cylinder Engine Gasoline Fuel,6-Speed A/T,Gray,Black,None reported,34995,16957.0,High,383.0
27018,Mazda,MX-5 Miata Grand Touring,2012,81400,Gasoline,167.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,6-Speed A/T,White,Black,None reported,17000,6783.0,Medium,167.0
6853,Dodge,Ram 2500 ST,2007,199000,Gasoline,210.0HP 3.7L V6 Cylinder Engine Gasoline Fuel,A/T,Black,Gray,At least 1 accident or damage reported,12900,11705.0,High,210.0
18890,Ford,Focus SE,2009,107500,Gasoline,132.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,A/T,Red,Black,At least 1 accident or damage reported,9500,7166.0,High,132.0
21995,BMW,M4 Base,2015,29140,Gasoline,425.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,6-Speed M/T,Gray,Black,None reported,22999,3237.0,Low,425.0
23224,Chevrolet,Suburban Premier,2019,35515,Gasoline,355.0HP 5.3L 8 Cylinder Engine Gasoline Fuel,6-Speed A/T,White,Black,None reported,39000,7103.0,Low,355.0
11167,Chevrolet,Camaro 2SS,2017,44000,Gasoline,455.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,8-Speed A/T,Beige,Beige,None reported,39100,6285.0,Low,455.0
32618,Chrysler,300 Touring,2020,23152,Gasoline,292.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,8-Speed A/T,White,White,None reported,26999,5788.0,Low,292.0
29373,Mazda,Mazda6 i Touring,2016,124000,Gasoline,184.0HP 2.5L 4 Cylinder Engine Gasoline Fuel,6-Speed A/T,Silver,Black,At least 1 accident or damage reported,21500,15500.0,High,184.0
10042,Nissan,Murano SV,2022,46707,Gasoline,3.5L V6 24V MPFI DOHC,Automatic CVT,Brilliant Silver Metallic,Graphite,None reported,32541,23353.0,Medium,
43632,Audi,A6 3.0T Prestige,2018,72865,Gasoline,310.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,A/T,Gray,Black,None reported,27000,12144.0,Medium,310.0
20905,Tesla,Model 3 Long Range,2018,61700,Gasoline,271.0HP Electric Motor Electric Fuel System,A/T,White,Black,None reported,25900,10283.0,Medium,271.0
1178,Ford,Transit-350 XLT,2020,19200,Gasoline,310.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,A/T,Black,Black,None reported,37000,4800.0,Low,310.0
19061,Jeep,Gladiator Overland,2022,4100,Gasoline,285.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,A/T,Black,Black,None reported,57000,2050.0,Low,285.0
29409,GMC,Sierra 1500 SLT,2022,23400,Gasoline,355.0HP 5.3L 8 Cylinder Engine Gasoline Fuel,A/T,Black,Black,None reported,40995,11700.0,Low,355.0
12363,Land,Rover Defender 110 SE,2022,9000,Hybrid,395.0HP 3.0L Straight 6 Cylinder Engine Gasoline/Mild Electric Hybrid,8-Speed A/T,White,Black,None reported,71200,4500.0,Low,395.0
40514,Porsche,911 Turbo Cabriolet,2008,44168,Gasoline,480.0HP 3.6L Flat 6 Cylinder Engine Gasoline Fuel,6-Speed M/T,White,Brown,None reported,25500,2760.0,Low,480.0
16148,Toyota,Sequoia Limited,2011,79884,E85 Flex Fuel,381.0HP 5.7L 8 Cylinder Engine Flex Fuel Capability,A/T,Black,Gray,None reported,17999,6144.0,Medium,381.0
11354,Toyota,4Runner Sport,1996,97496,–,–,A/T,Gray,Gray,None reported,17900,3482.0,High,
19294,GMC,Terrain SLT-1,2010,122000,Gasoline,182.0HP 2.4L 4 Cylinder Engine Gasoline Fuel,A/T,Black,Gray,At least 1 accident or damage reported,7999,8714.0,High,182.0
23214,GMC,Acadia SLT-1,2016,89000,Gasoline,288.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,A/T,Black,Black,At least 1 accident or damage reported,21900,11125.0,Medium,288.0
14964,Chevrolet,Corvette Stingray w/1LT,2022,4500,Gasoline,490.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,10-Speed A/T,Green,Brown,None reported,45950,2250.0,Low,490.0
9029,Mercedes-Benz,AMG C 63 S,2017,34500,Gasoline,503.0HP 4.0L 8 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Gray,Black,None reported,49500,4928.0,Low,503.0
49110,Lexus,SC 430 Base,2003,89500,Gasoline,300.0HP 4.3L 8 Cylinder Engine Gasoline Fuel,A/T,Black,Black,None reported,15999,4261.0,High,300.0
2718,BMW,X3 xDrive30i,2019,43000,Gasoline,248.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,8-Speed A/T,Gray,Brown,At least 1 accident or damage reported,30000,8600.0,Low,248.0
19369,Dodge,Ram 1500 Laramie Mega Cab,2006,70000,Gasoline,345.0HP 5.7L 8 Cylinder Engine Gasoline Fuel,A/T,Silver,Gray,None reported,115000,3888.0,Medium,345.0
13538,Tesla,Model X Long Range Plus,2020,17500,Gasoline,534.0HP Electric Motor Electric Fuel System,A/T,Black,Black,None reported,50000,4375.0,Low,534.0
38897,Jeep,Liberty Limited,2007,107000,Gasoline,210.0HP 3.7L V6 Cylinder Engine Gasoline Fuel,A/T,Silver,Gray,At least 1 accident or damage reported,7100,6294.0,High,210.0
53748,Ford,Expedition EL XLT,2016,95500,Gasoline,365.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,6-Speed A/T,Black,Black,None reported,23500,11937.0,High,365.0
26911,Ford,Mustang EcoBoost Premium,2017,60000,Gasoline,310.0HP 2.3L 4 Cylinder Engine Gasoline Fuel,A/T,White,Black,At least 1 accident or damage reported,37000,8571.0,Medium,310.0
49489,Mercedes-Benz,AMG GLE AMG GLE 63 S-Model 4MATIC,2016,19324,Gasoline,577.0HP 5.5L 8 Cylinder Engine Gasoline Fuel,7-Speed A/T,Black,White,None reported,44600,2415.0,Low,577.0
11371,Mercedes-Benz,GLE 350 Base 4MATIC,2020,24108,Gasoline,255.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,9-Speed A/T,Black,Beige,None reported,36000,6027.0,Low,255.0
24273,BMW,X5 xDrive35i,2013,85766,Gasoline,300.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,A/T,Black,Black,At least 1 accident or damage reported,12000,7796.0,Medium,300.0
959,BMW,X5 xDrive40i,2020,46000,Hybrid,335.0HP 3.0L Straight 6 Cylinder Engine Gasoline/Mild Electric Hybrid,Transmission w/Dual Shift Mode,Black,Black,None reported,40000,11500.0,Medium,335.0
6740,Audi,A5 2.0T Premium Plus,2015,68000,Gasoline,211.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,8-Speed A/T,Black,Brown,None reported,24500,7555.0,Medium,211.0
2160,Ford,Excursion Limited,2013,76163,Diesel,325.0HP 6.0L 8 Cylinder Engine Diesel Fuel,6-Speed A/T,Gold,Gold,None reported,12000,6923.0,Medium,325.0
29894,Chevrolet,Suburban Premier,2018,56837,Gasoline,355.0HP 5.3L 8 Cylinder Engine Gasoline Fuel,6-Speed A/T,White,Black,None reported,37999,9472.0,Medium,355.0
24375,Mercedes-Benz,AMG GLS 63 4MATIC,2023,2800,Hybrid,603.0HP 4.0L 8 Cylinder Engine Gasoline/Mild Electric Hybrid,9-Speed A/T,Blue,Brown,None reported,149500,2800.0,Low,603.0
1705,BMW,650 i,2012,137333,Gasoline,360.0HP 4.8L 8 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Gray,Black,None reported,10200,11444.0,High,360.0
46955,BMW,X3 xDrive35i,2011,75500,Gasoline,300.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,A/T,Gray,Black,None reported,12980,5807.0,Medium,300.0
16208,Ford,Explorer XLT,2014,152000,Gasoline,290.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,6-Speed A/T,Gray,Black,At least 1 accident or damage reported,24000,15200.0,High,290.0
46425,Mercedes-Benz,E-Class E 350,2016,53500,Gasoline,302.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,White,Brown,None reported,33999,6687.0,Medium,302.0
30525,Genesis,GV70 3.5T Sport,2022,12900,Gasoline,375.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,8-Speed A/T,Silver,Red,None reported,56000,6450.0,Low,375.0
48566,Nissan,Frontier SE Crew Cab,2009,134000,Gasoline,265.0HP 4.0L V6 Cylinder Engine Gasoline Fuel,A/T,Black,Black,At least 1 accident or damage reported,7500,8933.0,High,265.0
18967,Nissan,Frontier SV,2011,96600,Gasoline,261.0HP 4.0L V6 Cylinder Engine Gasoline Fuel,A/T,White,Gray,At least 1 accident or damage reported,12000,7430.0,High,261.0
38716,Cadillac,Escalade ESV Platinum,2018,67500,Gasoline,420.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,10-Speed A/T,White,Beige,None reported,31000,11250.0,Medium,420.0
28292,BMW,X5 xDrive35i,2013,18000,Gasoline,300.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,8-Speed A/T,White,Black,None reported,129000,1636.0,Low,300.0
551,Kia,Telluride SX,2020,69487,Gasoline,291.0HP 3.8L V6 Cylinder Engine Gasoline Fuel,A/T,Orange,Black,At least 1 accident or damage reported,32000,17371.0,Medium,291.0
30013,GMC,Sierra 1500 SLT,2016,49105,Gasoline,420.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,A/T,White,Black,None reported,37900,6138.0,Medium,420.0
2052,Chevrolet,Silverado 1500 2LT,2018,62660,E85 Flex Fuel,355.0HP 5.3L 8 Cylinder Engine Flex Fuel Capability,A/T,Gray,Black,At least 1 accident or damage reported,34000,10443.0,Medium,355.0
13007,Land,Rover Range Rover Supercharged LWB,2020,54225,Gasoline,518.0HP 5.0L 8 Cylinder Engine Gasoline Fuel,A/T,White,Black,None reported,41000,13556.0,Medium,518.0
6219,Honda,S2000 CR,2008,135603,Gasoline,237.0HP 2.2L 4 Cylinder Engine Gasoline Fuel,6-Speed M/T,Black,Black,At least 1 accident or damage reported,9999,8475.0,High,237.0
36428,Chrysler,300 S,2014,62950,Gasoline,292.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,6-Speed A/T,Silver,Gray,At least 1 accident or damage reported,17498,6295.0,Medium,292.0
38653,Chevrolet,Camaro 2SS,2016,7900,Gasoline,455.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,8-Speed A/T,Black,Black,None reported,31000,987.0,Low,455.0
12126,Lexus,GX 460 Base,2018,51808,Gasoline,301.0HP 4.6L 8 Cylinder Engine Gasoline Fuel,6-Speed A/T,White,Beige,None reported,48889,8634.0,Medium,301.0
48691,Toyota,Camry Hybrid XLE,2017,22000,Hybrid,208.0HP 2.5L 4 Cylinder Engine Gas/Electric Hybrid,6-Speed A/T,White,Black,None reported,29500,3142.0,Low,208.0
480,MINI,Cooper S Base,2010,83500,Gasoline,172.0HP 1.6L 4 Cylinder Engine Gasoline Fuel,6-Speed M/T,Silver,Black,None reported,6500,5964.0,Medium,172.0
52707,Cadillac,XT6 Premium Luxury AWD,2020,55403,Gasoline,310.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,9-Speed A/T,White,Black,None reported,33299,13850.0,Medium,310.0
26768,Chevrolet,Corvette Base,2007,87092,Gasoline,400.0HP 6.0L 8 Cylinder Engine Gasoline Fuel,6-Speed A/T,Red,Black,None reported,26499,5123.0,Medium,400.0
45142,Land,Rover Range Rover Sport Supercharged,2016,74500,Gasoline,340.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,A/T,Black,Black,None reported,30000,9312.0,Medium,340.0
33338,Jeep,Wrangler SE,2010,107000,Gasoline,120.0HP 2.5L 4 Cylinder Engine Gasoline Fuel,M/T,Red,Gray,None reported,12000,7642.0,High,120.0
8734,Dodge,Challenger SRT Hellcat,2021,2000,Gasoline,717.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,8-Speed A/T,Blue,Brown,None reported,39000,666.0,Low,717.0
41185,Hyundai,Accent GLS,2007,122945,Gasoline,138.0HP 1.6L 4 Cylinder Engine Gasoline Fuel,4-Speed A/T,Blue,Gray,At least 1 accident or damage reported,15300,7232.0,High,138.0
47055,Alfa,Romeo Giulia Ti,2019,2000,Gasoline,280.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,8-Speed A/T,Blue,Black,None reported,43000,400.0,Low,280.0
2620,Chrysler,Crossfire Limited,2005,141485,Gasoline,215.0HP 3.2L V6 Cylinder Engine Gasoline Fuel,5-Speed A/T,Gray,Red,At least 1 accident or damage reported,11500,7446.0,High,215.0
23060,Lexus,ES 350 Base,2012,79635,Gasoline,268.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,A/T,Silver,Black,None reported,10795,6636.0,Medium,268.0
37796,Ford,F-150 Lariat,2018,69800,Gasoline,375.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,10-Speed A/T,Gray,Black,None reported,32100,11633.0,Medium,375.0
37586,Lincoln,MKZ Base,2015,117292,Gasoline,240.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Beige,Beige,None reported,12000,13032.0,High,240.0
30006,Maserati,Ghibli S Q4 GranSport,2021,33500,Gasoline,424.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,A/T,White,Brown,None reported,49500,11166.0,Low,424.0
55,Land,Rover Range Rover 3.0L Supercharged HSE,2018,73101,Gasoline,380.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,8-Speed A/T,White,Beige,None reported,41599,12183.0,Medium,380.0
10478,Ford,F-150 Platinum,2018,63460,Gasoline,375.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,A/T,White,Black,None reported,45000,10576.0,Medium,375.0
1118,Jeep,Grand Cherokee Limited,2018,58500,Gasoline,293.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,A/T,White,Black,None reported,34000,9750.0,Medium,293.0
22543,Land,Rover Range Rover Sport Supercharged HSE,2016,55000,Gasoline,340.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,A/T,White,Black,None reported,55000,6875.0,Medium,340.0
31158,Mercedes-Benz,E-Class E 350,2007,160000,Gasoline,255.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,A/T,Blue,Gray,None reported,5499,9411.0,High,255.0
51826,INFINITI,Q50 3.0t Signature Edition,2017,68000,Gasoline,300.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Gray,Black,None reported,20000,9714.0,Medium,300.0
27846,Cadillac,Escalade ESV Luxury,2018,86000,Gasoline,420.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,10-Speed A/T,White,Black,None reported,35500,14333.0,Medium,420.0
39462,Jaguar,F-TYPE R,2015,39250,Gasoline,550.0HP 5.0L 8 Cylinder Engine Gasoline Fuel,8-Speed A/T,Gray,Brown,None reported,49500,4361.0,Low,550.0
21823,BMW,X5 PHEV xDrive45e,2023,5338,Gasoline,389.0HP 3.0L Straight 6 Cylinder Engine Plug-In Electric/Gas,A/T,Gray,Black,None reported,43000,5338.0,Low,389.0
32024,BMW,740 Li,2012,85252,Gasoline,326.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,A/T,Black,Black,None reported,19500,7104.0,Medium,326.0
36946,Ford,Bronco Big Bend Advanced,2022,12000,Gasoline,315.0HP 2.7L V6 Cylinder Engine Gasoline Fuel,A/T,White,Black,None reported,33500,6000.0,Low,315.0
18360,Volkswagen,Golf R 4-Door w/DCC & Navigation,2016,79615,Gasoline,292.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,7-Speed A/T,White,Black,None reported,27500,9951.0,Medium,292.0
18402,Porsche,Cayman Base,2015,52000,Gasoline,275.0HP 2.7L Flat 6 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Black,Black,At least 1 accident or damage reported,45500,5777.0,Medium,275.0
40587,Ford,F-150 XLT,2020,53500,Gasoline,325.0HP 2.7L V6 Cylinder Engine Gasoline Fuel,A/T,White,Gray,None reported,43500,13375.0,Medium,325.0
51281,MINI,Cooper S Base,2009,75000,Gasoline,181.0HP 1.6L 4 Cylinder Engine Gasoline Fuel,6-Speed M/T,White,Black,None reported,27500,5000.0,Medium,181.0
49690,Chevrolet,Silverado 2500 High Country,2000,176691,Diesel,397.0HP 6.6L 8 Cylinder Engine Diesel Fuel,A/T,White,Beige,At least 1 accident or damage reported,16800,7362.0,High,397.0
16697,Jaguar,F-TYPE R,2016,25786,Gasoline,550.0HP 5.0L 8 Cylinder Engine Gasoline Fuel,8-Speed A/T,Black,Black,None reported,34000,3223.0,Low,550.0
6856,Chevrolet,Suburban 1500 LTZ,2005,104733,Gasoline,355.0HP 5.3L 8 Cylinder Engine Gasoline Fuel,6-Speed A/T,Black,Black,None reported,12500,5512.0,High,355.0
53032,Porsche,Cayenne S,2013,92000,Gasoline,400.0HP 4.8L 8 Cylinder Engine Gasoline Fuel,8-Speed A/T,White,Beige,None reported,26000,8363.0,High,400.0
30883,Hyundai,Sonata SE,2018,57690,Gasoline,185.0HP 2.4L 4 Cylinder Engine Gasoline Fuel,6-Speed A/T,White,Gray,At least 1 accident or damage reported,15900,9615.0,Medium,185.0
46041,Dodge,Charger SRT8,2006,107800,Gasoline,425.0HP 6.1L 8 Cylinder Engine Gasoline Fuel,5-Speed A/T,Blue,Black,At least 1 accident or damage reported,17500,5988.0,High,425.0
38091,Jeep,Grand Cherokee Limited,2002,85760,E85 Flex Fuel,310.0HP 4.7L 8 Cylinder Engine Flex Fuel Capability,A/T,Red,Black,None reported,18500,3898.0,Medium,310.0
36247,Mercedes-Benz,E-Class E 350 4MATIC,2014,87130,Gasoline,302.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,A/T,Black,Black,None reported,16750,8713.0,Medium,302.0
6838,Chevrolet,Camaro 1SS,2020,23400,Gasoline,455.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,A/T,Black,Black,None reported,65000,5850.0,Low,455.0
2053,Nissan,GT-R Premium,2017,37800,Gasoline,565.0HP 3.8L V6 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Black,Orange,None reported,65000,5400.0,Low,565.0
2902,INFINITI,G35 Sport,2007,53900,Gasoline,306.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,6-Speed M/T,Gray,Black,None reported,27500,3170.0,Medium,306.0
