,id,brand,model,model_year,milage,fuel_type,engine,transmission,ext_col,int_col,accident,clean_title,price
19702,19702,Ford,Mustang GT Premium,2016,63496,Gasoline,435.0HP 5.0L 8 Cylinder Engine Gasoline Fuel,6-Speed M/T,Blue,Black,None reported,Yes,25900
26147,26147,Mercedes-Benz,C-Class C 300 4MATIC Sport,2020,54000,Gasoline,248.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,A/T,White,Red,None reported,Yes,33000
19207,19207,Porsche,Boxster S,2005,95170,Gasoline,280.0HP 3.2L Flat 6 Cylinder Engine Gasoline Fuel,6-Speed M/T,Blue,Gray,At least 1 accident or damage reported,Yes,14900
34983,34983,Jeep,Wrangler Unlimited Rubicon,2018,57000,Gasoline,285.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,8-Speed A/T,Gray,Black,None reported,Yes,36500
17297,17297,Mazda,Mazda6 Grand Touring Reserve,2019,76474,Gasoline,227.0HP 2.5L 4 Cylinder Engine Gasoline Fuel,6-Speed A/T,Black,Black,None reported,Yes,21865
4425,4425,INFINITI,QX60 Base,2017,49000,Gasoline,295.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,A/T,Gray,Beige,None reported,Yes,32500
8520,8520,Pontiac,Solstice GXP,2007,107000,Gasoline,260.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,A/T,White,Black,None reported,Yes,6499
19507,19507,INFINITI,QX60 Base,2017,93500,Gasoline,295.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,A/T,White,Black,At least 1 accident or damage reported,Yes,30000
33791,33791,Chevrolet,Camaro Base,2001,57000,Gasoline,200.0HP 3.8L V6 Cylinder Engine Gasoline Fuel,4-Speed A/T,White,Black,At least 1 accident or damage reported,Yes,15400
33849,33849,Buick,Enclave 1XL,2014,180036,Gasoline,288.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,6-Speed A/T,Gold,Beige,At least 1 accident or damage reported,Yes,9100
24589,24589,Porsche,911 Carrera 4S,2013,67522,Gasoline,400.0HP 3.8L Flat 6 Cylinder Engine Gasoline Fuel,7-Speed A/T,Gray,Black,At least 1 accident or damage reported,Yes,59549
39051,39051,Volkswagen,Golf GTI 2.0T SE 4-Door,2016,33000,Gasoline,228.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,6-Speed M/T,White,Black,None reported,Yes,27500
5744,5744,Ford,F-350 Lariat,2019,37100,Diesel,475.0HP 6.7L 8 Cylinder Engine Diesel Fuel,10-Speed A/T,White,Blue,None reported,Yes,36570
22201,22201,Ford,Transit-350 Base,2015,112000,Gasoline,310.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,A/T,White,Gray,None reported,Yes,29500
37388,37388,Lexus,GX 460 Base,2016,106000,Gasoline,301.0HP 4.6L 8 Cylinder Engine Gasoline Fuel,A/T,White,Beige,None reported,Yes,21000
28875,28875,Jeep,Wrangler Unlimited Rubicon,2013,181830,Gasoline,285.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,6-Speed M/T,White,Black,None reported,Yes,21000
31391,31391,Lexus,ES 350 Base,2011,185000,Gasoline,272.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,A/T,Black,Black,At least 1 accident or damage reported,Yes,4500
3520,3520,Toyota,Land Cruiser Base,2016,269885,Gasoline,381.0HP 5.7L 8 Cylinder Engine Gasoline Fuel,6-Speed A/T,Red,Beige,At least 1 accident or damage reported,Yes,36800
30658,30658,Chevrolet,Tahoe LTZ,2011,140401,E85 Flex Fuel,320.0HP 5.3L 8 Cylinder Engine Flex Fuel Capability,6-Speed A/T,Red,Beige,At least 1 accident or damage reported,Yes,22000
16842,16842,Ford,Expedition Max King Ranch,2020,53750,Gasoline,375.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,10-Speed A/T,Gray,Gray,At least 1 accident or damage reported,Yes,39777
9104,9104,Audi,Q5 3.0 TDI Premium Plus,2014,120000,E85 Flex Fuel,240.0HP 3.0L V6 Cylinder Engine Flex Fuel Capability,8-Speed A/T,Black,Black,None reported,Yes,20000
25424,25424,Dodge,Durango SRT 392,2021,78000,Gasoline,475.0HP 6.4L 8 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Gray,Black,None reported,Yes,73000
51254,51254,Cadillac,CTS Base,2012,103814,Gasoline,245.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,6-Speed A/T,Blue,Beige,At least 1 accident or damage reported,Yes,9995
39098,39098,Chevrolet,Traverse Premier,2021,68455,Gasoline,3.6L V6 24V GDI DOHC,9-Speed Automatic,Silver Ice Metallic,Jet Black,None reported,Yes,39951
6222,6222,Toyota,Land Cruiser,1998,28000,Gasoline,230.0HP 4.7L 8 Cylinder Engine Gasoline Fuel,A/T,Silver,Gray,None reported,Yes,188900
18835,18835,Mercedes-Benz,GL-Class GL 450 4MATIC,2011,213000,Gasoline,335.0HP 4.7L 8 Cylinder Engine Gasoline Fuel,A/T,Silver,Black,At least 1 accident or damage reported,Yes,11500
35408,35408,Toyota,Tundra SR5 Double Cab,2013,154247,Gasoline,310.0HP 4.6L 8 Cylinder Engine Gasoline Fuel,6-Speed A/T,Silver,Gray,At least 1 accident or damage reported,Yes,17000
14343,14343,Jeep,Gladiator Overland,2020,4100,Gasoline,285.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,8-Speed A/T,Blue,Gray,None reported,Yes,33500
6310,6310,BMW,Z4 sDrive28i,2014,76309,Gasoline,240.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,6-Speed M/T,Blue,Beige,None reported,Yes,41400
23231,23231,Jeep,Grand Cherokee L Limited,2022,41515,Gasoline,3.6L V6 24V MPFI DOHC,8-Speed Automatic,Diamond Black,Global Black,None reported,Yes,69685
5098,5098,Mazda,Mazda3 i Touring,2012,144900,Gasoline,175.0HP 2.5L 4 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Beige,–,None reported,Yes,6000
44712,44712,Audi,A4 2.0T Premium,2012,89563,Gasoline,211.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,A/T,White,Black,None reported,Yes,18000
41301,41301,Cadillac,Escalade Premium Luxury Platinum,2021,72843,Diesel,6.2L V8 16V GDI OHV,10-Speed Automatic,Sandstone Metallic,Dark Auburn,At least 1 accident or damage reported,Yes,79990
45770,45770,Mercedes-Benz,GLE 350 Base 4MATIC,2020,198000,Gasoline,255.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,9-Speed A/T,Black,White,At least 1 accident or damage reported,Yes,24000
51795,51795,Nissan,Pathfinder Platinum,2008,120000,Gasoline,260.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,A/T,Gray,–,At least 1 accident or damage reported,Yes,30000
28805,28805,Acura,ILX 2.0L w/Premium Package,2013,116157,Gasoline,150.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,6-Speed A/T,Black,Beige,At least 1 accident or damage reported,Yes,17899
38976,38976,BMW,M4 Base,2018,28000,Gasoline,425.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,7-Speed A/T,Black,Orange,None reported,Yes,56000
15359,15359,Audi,allroad 2.7T,2013,162000,Gasoline,250.0HP 2.7L V6 Cylinder Engine Gasoline Fuel,M/T,Blue,Blue,At least 1 accident or damage reported,Yes,6500
32746,32746,Porsche,911 Carrera 4S,2018,9712,Gasoline,3.0L H6 24V GDI DOHC Twin Turbo,6-Speed Manual,White,Red,None reported,Yes,91995
157,157,Lincoln,LS V8,2002,42000,Gasoline,252.0HP 3.9L 8 Cylinder Engine Gasoline Fuel,5-Speed A/T,Silver,Black,At least 1 accident or damage reported,Yes,15999
17867,17867,Chevrolet,Camaro 2LT,2017,39000,Gasoline,335.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,White,Beige,None reported,Yes,28000
29232,29232,Dodge,Durango SRT,2014,57912,Gasoline,475.0HP 6.4L 8 Cylinder Engine Gasoline Fuel,8-Speed A/T,White,Black,None reported,Yes,26750
52007,52007,Jeep,Liberty Limited,2013,117200,Gasoline,210.0HP 3.7L V6 Cylinder Engine Gasoline Fuel,A/T,Black,Black,None reported,Yes,17900
10128,10128,BMW,X5 xDrive 35i Sport Activity,2012,72348,Gasoline,300.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Red,Black,At least 1 accident or damage reported,Yes,15900
23025,23025,Land,Rover Range Rover HSE,2012,90000,Gasoline,385.0HP 5.0L 8 Cylinder Engine Gasoline Fuel,A/T,White,Black,None reported,Yes,19950
20034,20034,Cadillac,SRX Luxury Collection,2016,61549,Gasoline,3.6L V6 24V GDI DOHC,6-Speed Automatic,Red,Ebony,At least 1 accident or damage reported,Yes,26485
5179,5179,Audi,S4 3.0 Prestige,2012,56000,Gasoline,333.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,White,Red,At least 1 accident or damage reported,Yes,18000
27310,27310,Toyota,Camry Solara SLE,2007,121800,Gasoline,210.0HP 3.3L V6 Cylinder Engine Gasoline Fuel,A/T,Black,Beige,None reported,Yes,3900
53409,53409,Mercedes-Benz,E-Class E 350 4MATIC,2014,89563,Gasoline,302.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,7-Speed A/T,Blue,Black,None reported,Yes,16995
52368,52368,Ford,Expedition Limited,2023,9281,Gasoline,440.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Black,Black,None reported,Yes,85000
23445,23445,Lexus,CT 200h Base,2016,83000,Gasoline,134.0HP 1.8L 4 Cylinder Engine Gas/Electric Hybrid,6-Speed A/T,Blue,Black,None reported,Yes,16500
10702,10702,Audi,SQ5 3.0T Premium Plus,2019,22372,Gasoline,349.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Blue,Black,None reported,Yes,38700
34222,34222,Lexus,GX 470 Base,2007,110000,Gasoline,263.0HP 4.7L 8 Cylinder Engine Gasoline Fuel,5-Speed A/T,Gray,Gray,At least 1 accident or damage reported,Yes,6000
14097,14097,Ford,Expedition EL Limited,2016,53000,Gasoline,365.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Black,Black,At least 1 accident or damage reported,Yes,20000
18518,18518,Ford,F-150 XLT,2015,74582,Gasoline,365.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,6-Speed A/T,Gray,Gray,None reported,Yes,10500
14422,14422,BMW,X6 xDrive40i,2020,40237,Hybrid,335.0HP 3.0L Straight 6 Cylinder Engine Gasoline/Mild Electric Hybrid,8-Speed A/T,Blue,Black,None reported,Yes,59335
49009,49009,Audi,A5 2.0T Premium Plus,2018,96000,Gasoline,252.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,White,Black,None reported,Yes,32000
12643,12643,Mazda,RX-8 Sport,2011,87000,Gasoline,212.0HP 1.3L Rotary engine Gasoline Fuel,A/T,Red,Black,None reported,Yes,7000
7144,7144,Chrysler,300C Base,2012,112000,Gasoline,158.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,5-Speed M/T,Red,Black,None reported,Yes,5900
11417,11417,Ford,Taurus X Limited,2009,168422,Gasoline,263.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,6-Speed A/T,Silver,Black,None reported,Yes,14900
26687,26687,Ford,Excursion Limited,2002,67500,Gasoline,310.0HP 6.8L 10 Cylinder Engine Gasoline Fuel,A/T,Black,Black,At least 1 accident or damage reported,Yes,17000
20312,20312,Maserati,Quattroporte Base,2008,265000,Gasoline,394.0HP 4.2L 8 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Black,Black,At least 1 accident or damage reported,Yes,4700
39077,39077,Jeep,Gladiator Rubicon,2020,41000,Gasoline,285.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,8-Speed A/T,Gray,Black,None reported,Yes,83999
4953,4953,Cadillac,Escalade Platinum,2020,49273,Gasoline,420.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,A/T,Black,Black,None reported,Yes,108000
20295,20295,Maserati,Levante Modena,2023,2058,Gasoline,3.0L V6 24V GDI DOHC Twin Turbo,8-Speed Automatic,Blu,Black,None reported,Yes,75950
15841,15841,Jeep,Wrangler Unlimited 4xe Sahara,2023,5338,Plug-In Hybrid,375.0HP 2.0L 4 Cylinder Engine Plug-In Electric/Gas,8-Speed A/T,Black,Black,None reported,Yes,63500
51744,51744,Genesis,G70 3.3T,2021,12000,Gasoline,365.0HP 3.3L V6 Cylinder Engine Gasoline Fuel,8-Speed A/T,Green,Blue,None reported,Yes,41000
53548,53548,Hyundai,Elantra GLS,2012,107000,Gasoline,201.0HP 1.8L 4 Cylinder Engine Gasoline Fuel,6-Speed A/T,Black,Black,None reported,Yes,5500
10810,10810,Mercedes-Benz,SL-Class SL500 Roadster,2003,35000,Gasoline,302.0HP 5.0L 8 Cylinder Engine Gasoline Fuel,5-Speed A/T,Black,Black,None reported,Yes,20599
53203,53203,BMW,M5 Base,2013,35400,Gasoline,560.0HP 4.4L 8 Cylinder Engine Gasoline Fuel,7-Speed A/T,Silver,Black,None reported,Yes,22500
10291,10291,BMW,X6 xDrive40i,2021,7400,Gasoline,335.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Gray,Black,None reported,Yes,62999
11523,11523,Mercedes-Benz,G-Class G 550 4MATIC,2017,51354,Gasoline,416.0HP 4.0L 8 Cylinder Engine Gasoline Fuel,7-Speed A/T,Black,Black,At least 1 accident or damage reported,Yes,32999
27196,27196,RAM,1500 Laramie,2022,3158,Gasoline,395.0HP 5.7L 8 Cylinder Engine Gasoline Fuel,8-Speed A/T,Gray,Black,None reported,Yes,89900
44932,44932,Hummer,H2 Base,2006,69423,Gasoline,325.0HP 6.0L 8 Cylinder Engine Gasoline Fuel,4-Speed A/T,Green,Black,None reported,Yes,63000
14985,14985,Chevrolet,Corvette Stingray w/2LT,2022,10400,Gasoline,490.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,8-Speed A/T,Gray,Brown,None reported,Yes,48000
39849,39849,Chevrolet,Corvette Stingray w/1LT,2021,1800,Gasoline,490.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,8-Speed A/T,White,White,None reported,Yes,69900
39522,39522,Cadillac,Escalade ESV Platinum,2016,51300,Gasoline,420.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,8-Speed A/T,Black,Black,None reported,Yes,33999
18830,18830,GMC,Acadia SLE-2,2016,115359,Gasoline,281.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,6-Speed A/T,White,Black,None reported,Yes,21500
16733,16733,Hyundai,Genesis 3.8,2015,116612,Gasoline,311.0HP 3.8L V6 Cylinder Engine Gasoline Fuel,8-Speed A/T,White,Black,At least 1 accident or damage reported,Yes,12700
46163,46163,Mercedes-Benz,AMG C 63 Base,2018,28399,Gasoline,469.0HP 4.0L 8 Cylinder Engine Gasoline Fuel,9-Speed A/T,Black,Black,None reported,Yes,62999
9613,9613,Porsche,Panamera Turbo,2017,49000,Gasoline,520.0HP 4.8L 8 Cylinder Engine Gasoline Fuel,7-Speed A/T,Black,Black,None reported,Yes,49750
3168,3168,Chevrolet,Corvette Base,2007,99700,Gasoline,400.0HP 6.0L 8 Cylinder Engine Gasoline Fuel,6-Speed A/T,Silver,Black,None reported,Yes,13500
28948,28948,Ford,Taurus X Limited,2008,148949,Gasoline,263.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,A/T,Blue,Beige,At least 1 accident or damage reported,Yes,8250
52739,52739,Kia,Telluride LX,2023,5500,Gasoline,311.0HP 3.8L V6 Cylinder Engine Gasoline Fuel,A/T,White,Red,None reported,Yes,64600
27632,27632,Lexus,GX 460 Premium,2023,2533,Gasoline,301.0HP 4.6L 8 Cylinder Engine Gasoline Fuel,6-Speed A/T,Black,Black,None reported,Yes,29995
14713,14713,Audi,S5 3.0T Prestige,2012,64549,Gasoline,333.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,1-Speed A/T,Gray,Black,None reported,Yes,41000
48955,48955,Chevrolet,Corvette Base,2004,184700,Gasoline,345.0HP 5.7L 8 Cylinder Engine Gasoline Fuel,A/T,Red,Beige,None reported,Yes,3200
5092,5092,Mercedes-Benz,C-Class C 63 AMG,2020,47400,Gasoline,451.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,7-Speed A/T,White,Black,None reported,Yes,61500
10084,10084,Porsche,Cayenne Turbo GT,2014,60345,Gasoline,550.0HP 4.8L 8 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,White,Black,At least 1 accident or damage reported,Yes,30950
27464,27464,RAM,1500 Laramie,2022,22829,Gasoline,5.7L V8 16V MPFI OHV,Automatic,Delmonico Red Pearlcoat,Black,None reported,Yes,46552
50156,50156,INFINITI,QX30 Premium,2020,69000,Gasoline,208.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,CVT Transmission,Gray,Brown,None reported,Yes,31500
53405,53405,GMC,Yukon Denali Ultimate,2023,23600,Gasoline,420.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,10-Speed A/T,Black,Black,None reported,Yes,749950
10579,10579,Mercedes-Benz,Sprinter 2500 Standard Roof,2021,41500,Diesel,188.0HP 3.0L V6 Cylinder Engine Diesel Fuel,A/T,Gray,Black,At least 1 accident or damage reported,Yes,72000
5640,5640,Nissan,Xterra S,2012,80000,Gasoline,261.0HP 4.0L V6 Cylinder Engine Gasoline Fuel,A/T,Gray,Gray,At least 1 accident or damage reported,Yes,12000
51360,51360,Mercedes-Benz,S-Class S 63 AMG,2011,60000,Gasoline,536.0HP 5.5L 8 Cylinder Engine Gasoline Fuel,A/T,White,Black,At least 1 accident or damage reported,Yes,27500
38623,38623,Ford,F-150 Lariat,2017,85000,Gasoline,365.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,A/T,White,Black,None reported,Yes,25500
44767,44767,Lexus,GX 460 Premium,2017,84100,Gasoline,301.0HP 4.6L 8 Cylinder Engine Gasoline Fuel,8-Speed A/T,Gray,Brown,None reported,Yes,34000
28473,28473,Chevrolet,Corvette Base,2004,59419,Gasoline,350.0HP 5.7L 8 Cylinder Engine Gasoline Fuel,A/T,Gray,Black,None reported,Yes,21500
48343,48343,Jeep,Wrangler Unlimited 4xe Sahara,2021,27000,Hybrid,305.0HP 3.6L V6 Cylinder Engine Gasoline/Mild Electric Hybrid,8-Speed A/T,Silver,Black,None reported,Yes,5000
4337,4337,Audi,Q5 2.0T Premium Plus,2013,83765,Gasoline,211.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,A/T,Black,Black,None reported,Yes,13500
43264,43264,BMW,X5 xDrive35i,2013,74850,Gasoline,300.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,8-Speed A/T,Gray,Black,None reported,Yes,30950
52916,52916,Audi,Q7 55 Prestige,2019,48000,Gasoline,329.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,A/T,Gold,Black,None reported,Yes,32000
9000,9000,Audi,A3 2.0T Premium,2018,24000,Gasoline,184.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Black,Black,None reported,Yes,40500
26998,26998,Cadillac,SRX Standard,2019,16000,Gasoline,308.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,A/T,Black,Black,At least 1 accident or damage reported,Yes,29500
18028,18028,Honda,Civic EX,2016,103338,Gasoline,2.0L I4 16V MPFI DOHC,Automatic CVT,Crystal Black Pearl,Black,At least 1 accident or damage reported,Yes,21373
42700,42700,BMW,X5 xDrive35i,2017,74000,Gasoline,300.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,8-Speed A/T,Blue,Black,None reported,Yes,34600
44656,44656,BMW,X6 xDrive40i,2019,43000,Gasoline,335.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,8-Speed A/T,Gray,Black,None reported,Yes,35000
23318,23318,Ford,F-150 XLT,2013,172600,Gasoline,325.0HP 2.7L V6 Cylinder Engine Gasoline Fuel,A/T,Gray,Black,None reported,Yes,7000
17344,17344,Dodge,Ram 1500 ST,2007,188000,Gasoline,210.0HP 3.7L V6 Cylinder Engine Gasoline Fuel,A/T,Blue,Gray,At least 1 accident or damage reported,Yes,8250
1683,1683,Mercedes-Benz,C-Class C 300 4MATIC Sport,2019,49626,Gasoline,241.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,A/T,Blue,Brown,At least 1 accident or damage reported,Yes,43000
30151,30151,Porsche,911 Carrera,2021,1750,Gasoline,379.0HP 3.0L Flat 6 Cylinder Engine Gasoline Fuel,8-Speed A/T,Black,Black,None reported,Yes,82150
42022,42022,Lincoln,MKC Reserve,2016,95000,Gasoline,240.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,6-Speed A/T,Black,Black,None reported,Yes,18800
44176,44176,Audi,Q7 3.0T Premium Plus,2017,50000,Gasoline,280.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,A/T,Brown,Beige,None reported,Yes,31900
14328,14328,Toyota,Mustang GT,2006,48000,Gasoline,300.0HP 4.6L 8 Cylinder Engine Gasoline Fuel,5-Speed M/T,Silver,Black,At least 1 accident or damage reported,Yes,26999
48564,48564,Chevrolet,Express 1500 Work Van,2005,186117,Gasoline,195.0HP 4.3L V6 Cylinder Engine Gasoline Fuel,A/T,Black,Beige,None reported,Yes,13888
4503,4503,BMW,X5 xDrive35i,2016,74850,Gasoline,300.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,A/T,Black,Black,At least 1 accident or damage reported,Yes,30000
27338,27338,Jeep,Wrangler Unlimited Rubicon,2021,52775,Gasoline,285.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Gray,Black,None reported,Yes,42500
2775,2775,Land,Rover Range Rover Velar P250 S R-Dynamic,2020,29500,Gasoline,247.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,A/T,Red,Beige,None reported,Yes,49900
24427,24427,Cadillac,Escalade ESV Platinum,2016,93971,Gasoline,420.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,A/T,Black,Black,At least 1 accident or damage reported,Yes,29500
15933,15933,Mercedes-Benz,C-Class C 63 AMG,2012,103000,Gasoline,451.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,7-Speed A/T,Gray,Black,None reported,Yes,70000
52952,52952,Mercedes-Benz,AMG C 43 Base 4MATIC,2017,51850,Gasoline,362.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,9-Speed A/T,Blue,Black,None reported,Yes,46900
18531,18531,GMC,Sierra 2500 SLE,2013,94634,E85 Flex Fuel,360.0HP 6.0L 8 Cylinder Engine Flex Fuel Capability,A/T,Blue,Black,None reported,Yes,26990
29772,29772,GMC,Sierra 1500 Denali Ultimate,2023,2500,Gasoline,420.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,A/T,Black,Black,None reported,Yes,53000
3535,3535,Chrysler,300 S,2016,100574,Gasoline,300.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,8-Speed A/T,White,Brown,At least 1 accident or damage reported,Yes,17500
16382,16382,Ford,F-250 XLT,2017,35400,Diesel,440.0HP 6.7L 8 Cylinder Engine Diesel Fuel,6-Speed A/T,Silver,Gray,None reported,Yes,22999
6367,6367,Audi,A7 3.0T Prestige,2012,148000,Diesel,240.0HP 3.0L V6 Cylinder Engine Diesel Fuel,A/T,White,Black,At least 1 accident or damage reported,Yes,4500
37678,37678,Lexus,RX 350 Base,2013,164500,Gasoline,270.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,6-Speed A/T,Gray,Black,At least 1 accident or damage reported,Yes,16500
42611,42611,Hyundai,Genesis 3.8,2015,116612,Gasoline,311.0HP 3.8L V6 Cylinder Engine Gasoline Fuel,A/T,White,White,At least 1 accident or damage reported,Yes,12700
535,535,Audi,A3 2.0T Premium,2012,111564,Gasoline,200.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,6-Speed A/T,White,Gray,None reported,Yes,11000
33992,33992,Toyota,Sequoia Limited,2023,1539,Hybrid,3.4L V6 24V PDI DOHC Twin Turbo Hybrid,Automatic,Green,Boulder,None reported,Yes,41741
33948,33948,Chevrolet,Suburban 1500 LT,2017,167500,Gasoline,355.0HP 5.3L 8 Cylinder Engine Gasoline Fuel,6-Speed A/T,White,Black,At least 1 accident or damage reported,Yes,16000
41590,41590,Ford,Bronco Wildtrak Advanced,2022,15600,Gasoline,315.0HP 2.7L V6 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Black,Black,None reported,Yes,84000
41805,41805,BMW,X5 xDrive40i,2018,29000,Gasoline,335.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,8-Speed A/T,Blue,Black,None reported,Yes,50000
14400,14400,Acura,RL Technology,2013,68000,Gasoline,300.0HP 3.7L V6 Cylinder Engine Gasoline Fuel,8-Speed A/T,Black,Black,None reported,Yes,37900
12261,12261,Audi,A6 2.0T Premium Plus,2012,77000,Gasoline,252.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,A/T,White,Gray,None reported,Yes,26500
38710,38710,Lexus,IS-F Base,2008,22039,Gasoline,416.0HP 5.0L 8 Cylinder Engine Gasoline Fuel,8-Speed A/T,White,Red,None reported,Yes,41250
37399,37399,Land,Rover Range Rover Evoque Pure,2017,84000,Gasoline,240.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,9-Speed A/T,Beige,Black,None reported,Yes,22800
3036,3036,BMW,X7 xDrive40i,2020,41000,Hybrid,335.0HP 3.0L Straight 6 Cylinder Engine Gasoline/Mild Electric Hybrid,8-Speed A/T,Gray,Black,None reported,Yes,36000
39935,39935,BMW,Cayenne GTS,2009,135606,Gasoline,405.0HP 4.8L 8 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Black,Black,None reported,Yes,15000
53685,53685,Lexus,LX 570 Three-Row,2021,38000,Gasoline,383.0HP 5.7L 8 Cylinder Engine Gasoline Fuel,A/T,Green,Gray,None reported,Yes,104500
54105,54105,BMW,X5 xDrive40i,2019,72900,Gasoline,335.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,8-Speed A/T,White,Gray,None reported,Yes,26990
38410,38410,Mercedes-Benz,E-Class E 400,2020,28690,Gasoline,329.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,A/T,White,Beige,None reported,Yes,39900
43583,43583,BMW,X5 xDrive40i,2020,46000,Hybrid,335.0HP 3.0L Straight 6 Cylinder Engine Gasoline/Mild Electric Hybrid,8-Speed A/T,White,Black,None reported,Yes,250000
1319,1319,BMW,435 i,2014,80211,Gasoline,300.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,8-Speed A/T,Gray,Black,At least 1 accident or damage reported,Yes,26999
27685,27685,Porsche,911 Carrera 4,2018,60000,Gasoline,350.0HP 3.4L Flat 6 Cylinder Engine Gasoline Fuel,6-Speed M/T,Black,Beige,At least 1 accident or damage reported,Yes,37995
6671,6671,Porsche,911 Carrera Cabriolet,1995,94000,–,–,6-Speed M/T,Blue,Gray,None reported,Yes,22500
896,896,Chevrolet,Avalanche 1500 LS,2012,56000,E85 Flex Fuel,320.0HP 5.3L 8 Cylinder Engine Flex Fuel Capability,A/T,Gray,Black,At least 1 accident or damage reported,Yes,18000
2272,2272,Pontiac,RSX Type S,2006,71448,Gasoline,201.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Blue,Gray,None reported,Yes,16500
52998,52998,Ford,F-150 XLT,2018,67522,Gasoline,375.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,10-Speed A/T,White,–,None reported,Yes,30000
